Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0612.383,Franke Handle FILTER : MATT BLACK - 133.0612.383,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0612.386,Franke Valve Cover : MATT BLACK - 133.0612.386,17.00,11.33,16.15,14.45,16.15,13.57,12.47,16.43,16.43,Franke,
FRANKE-133.0612.387,Franke Spout : CHROME - 133.0612.387,70.83,47.22,67.28,60.20,67.28,53.04,51.94,68.46,68.46,Franke,
FRANKE-133.0612.388,Franke O - Ring Kit - 133.0612.388,7.10,4.73,9.09,7.73,9.09,6.31,5.21,9.09,9.09,Franke,
FRANKE-133.0612.392,Franke Handle HOT : CHROME - 133.0612.392,59.49,39.66,56.51,50.56,56.51,44.72,43.62,57.50,57.50,Franke,
FRANKE-133.0612.393,Franke Handle COLD : CHROME - 133.0612.393,59.49,39.66,56.51,50.56,56.51,44.72,43.62,57.50,57.50,Franke,
FRANKE-133.0612.395,Franke Spout : CHROME - 133.0612.395,65.13,43.42,61.87,55.36,61.87,48.86,47.76,62.95,62.95,Franke,
FRANKE-133.0612.514,Franke Spout : CHROME (Complete With Sprayhead) - 133.0612.514,239.25,159.50,227.29,203.36,227.29,176.55,175.45,231.28,231.28,Franke,
FRANKE-133.0612.515,Franke Flexible Hose : BLACK - 133.0612.515,18.40,12.27,17.48,15.64,17.48,14.59,13.49,17.79,17.79,Franke,
FRANKE-133.0612.516,Franke Sprayhead Fixing Collar : CHROME - 133.0612.516,14.15,9.43,13.44,12.03,13.44,11.48,10.38,13.68,13.68,Franke,
FRANKE-133.0612.517,Franke Sprayhead Holder & Magnet - 133.0612.517,14.15,9.43,13.44,12.03,13.44,11.48,10.38,13.68,13.68,Franke,
FRANKE-133.0612.520,Franke Sprayhead : CHROME - 133.0612.520,67.98,45.32,64.58,57.78,64.58,50.95,49.85,65.71,65.71,Franke,
FRANKE-133.0612.547,Franke Sprayhead Holder - 133.0612.547,4.25,2.83,6.53,5.55,6.53,4.22,3.12,6.53,6.53,Franke,
FRANKE-133.0612.548,Franke O- Ring Kit - 133.0612.548,5.65,3.77,7.79,6.62,7.79,5.24,4.14,7.79,7.79,Franke,
FRANKE-133.0612.555,Franke Spout : CHROME - 133.0612.555,96.31,64.21,91.50,81.87,91.50,71.73,70.63,93.10,93.10,Franke,
FRANKE-133.0612.556,Franke Handle : CHROME - 133.0612.556,36.81,24.54,34.97,31.29,34.97,28.10,27.00,35.59,35.59,Franke,
FRANKE-133.0612.560,Franke Antisplash : MATT BLACK - 133.0612.560,11.90,7.93,13.41,11.40,13.41,9.83,8.73,13.41,13.41,Franke,
FRANKE-133.0612.631,Franke Spout : MATT BLACK - 133.0612.631,95.18,63.45,90.42,80.90,90.42,70.90,69.80,92.00,92.00,Franke,
FRANKE-133.0612.632,Franke Spout : CHROME - 133.0612.632,69.68,46.45,66.19,59.22,66.19,52.20,51.10,67.35,67.35,Franke,
FRANKE-133.0612.633,Franke Spout : BRUSHED NICKEL - 133.0612.633,86.68,57.78,82.34,73.67,82.34,64.66,63.56,83.79,83.79,Franke,
FRANKE-133.0612.634,Franke Handle HOT : MATT BLACK - 133.0612.634,36.05,24.03,34.25,30.64,34.25,27.54,26.44,34.85,34.85,Franke,
FRANKE-133.0612.635,Franke Handle COLD : MATT BLACK - 133.0612.635,36.05,24.03,34.25,30.64,34.25,27.54,26.44,34.85,34.85,Franke,
FRANKE-133.0612.636,Franke Plinth : MATT BLACK - 133.0612.636,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
FRANKE-133.0612.638,Franke Spout : BRUSHED NICKEL - 133.0612.638,101.98,67.98,96.88,86.68,96.88,75.88,74.78,98.58,98.58,Franke,
FRANKE-133.0612.639,Franke Spout : MATT BLACK - 133.0612.639,107.08,71.38,101.72,91.01,101.72,79.62,78.52,103.51,103.51,Franke,
FRANKE-133.0612.988,Franke Spout - Matt Black - 133.0612.988,121.25,80.83,115.19,103.06,115.19,90.02,88.92,117.21,117.21,Franke,
FRANKE-133.0612.990,Franke Aerator - Matt Black - 133.0612.990,9.65,6.43,11.39,9.68,11.39,8.18,7.08,11.39,11.39,Franke,
FRANKE-133.0613.071,Franke Handle - Matt Black - 133.0613.071,25.63,17.08,24.34,21.78,24.34,19.89,18.79,24.77,24.77,Franke,
FRANKE-133.0613.072,Franke Handle - Chrome - 133.0613.072,25.63,17.08,24.34,21.78,24.34,19.89,18.79,24.77,24.77,Franke,
FRANKE-133.0613.074,Franke Plinth - Matte Black - 133.0613.074,20.48,13.65,19.45,17.40,19.45,16.12,15.02,19.79,19.79,Franke,
FRANKE-133.0613.156,Franke Cartridge (Hot & Cold) - 133.0613.156,29.75,19.83,28.26,25.29,28.26,22.92,21.82,28.76,28.76,Franke,
FRANKE-133.0613.157,Franke Handle Filter : CHROME - 133.0613.157,49.56,33.04,47.08,42.13,47.08,37.45,36.35,47.91,47.91,Franke,
FRANKE-133.0613.158,Franke Filter Handle - Brushed Nickel - 133.0613.158,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0613.159,Franke Handle Filter : MATT BLACK - 133.0613.159,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0613.398,Franke Handle (Hot or Cold) - Chrome - 133.0613.398,49.56,33.04,47.08,42.13,47.08,37.45,36.35,47.91,47.91,Franke,
FRANKE-133.0613.399,Franke Handle (Hot or Cold) - Brushed Nickel - 133.0613.399,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0613.400,Franke Handle (Hot or Cold) - Matt Black - 133.0613.400,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0613.426,Franke Fixing Kit - 133.0613.426,7.10,4.73,9.09,7.73,9.09,6.31,5.21,9.09,9.09,Franke,
FRANKE-133.0613.428,Franke Flexible Tail : FILTER - 133.0613.428,9.58,6.38,11.32,9.62,11.32,8.12,7.02,11.32,11.32,Franke,
FRANKE-133.0615.385,Franke Cartridge Cover : BRUSHED NICKEL - 133.0615.385,5.65,3.77,7.79,6.62,7.79,5.24,4.14,7.79,7.79,Franke,
FRANKE-133.0615.387,Franke Cartridge Cover : MATT BLACK - 133.0615.387,6.89,4.59,8.90,7.56,8.90,6.15,5.05,8.90,8.90,Franke,
FRANKE-133.0615.389,Franke Cartridge Locking Ring - 133.0615.389,4.25,2.83,6.53,5.55,6.53,4.22,3.12,6.53,6.53,Franke,
FRANKE-133.0616.541,Franke Spout : MATT BLACK - 133.0616.541,93.51,62.34,88.84,79.49,88.84,69.68,68.58,90.40,90.40,Franke,
FRANKE-133.0616.610,Franke Handle : Industrial Black - 133.0616.610,86.25,57.50,81.94,73.31,81.94,64.35,63.25,83.38,83.38,Franke,
FRANKE-133.0616.611,Franke Cartridge Cover - Industrial Black - 133.0616.611,11.88,7.92,13.39,11.38,13.39,9.81,8.71,13.39,13.39,Franke,
FRANKE-133.0616.612,Franke Spout - Industrial Black - 133.0616.612,128.75,85.83,122.31,109.44,122.31,95.52,94.42,124.46,124.46,Franke,
FRANKE-133.0616.613,Franke Aerator - Industrial Black - 133.0616.613,21.25,14.17,20.19,18.06,20.19,16.68,15.58,20.54,20.54,Franke,
FRANKE-133.0616.614,Franke Spout - Industrial Black - 133.0616.614,150.00,100.00,142.50,127.50,142.50,111.10,110.00,145.00,145.00,Franke,
FRANKE-133.0616.615,Franke Sprayhead - Industrial Black - 133.0616.615,167.50,111.67,159.13,142.38,159.13,123.93,122.83,161.92,161.92,Franke,
FRANKE-133.0618.980,Franke Fixing Kit - 133.0618.980,8.63,5.75,10.46,8.89,10.46,7.43,6.33,10.46,10.46,Franke,
FRANKE-133.0618.981,Franke Flexible Tails (Pair) - 133.0618.981,33.13,22.08,31.47,28.16,31.47,25.39,24.29,32.02,32.02,Franke,
FRANKE-133.0619.174,Franke Stainless Steel L Shaped Spout Aerator - 133.0619.174,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0619.177,Franke Aerator - Industrial Black - 133.0619.177,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.178,Franke Spout - Industrial Black - 133.0619.178,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.179,Franke Mixer Handle - Industrial Black - 133.0619.179,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.181,Franke Industrial Black L shaped Spout Aerator - 133.0619.181,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.182,Franke Industrial Spout L shaped Spout - 133.0619.182,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.183,Franke Aerator - Anthracite - 133.0619.183,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.184,Franke Spout - Anthracite - 133.0619.184,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.185,Franke Mixer Handle - Anthracite - 133.0619.185,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.186,Franke Gold L shaped Spout Aerator - 133.0619.186,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.187,Franke Gold L shaped Spout - 133.0619.187,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.188,Franke Mixer Handle - Champagne - 133.0619.188,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.189,Franke Copper L shaped Spout Aerator - 133.0619.189,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.190,Franke Copper L shaped Spout - 133.0619.190,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.191,Franke Copper Mixer Handle - 133.0619.191,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.192,Franke Aerator - Anthracite - 133.0619.192,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.193,Franke J - Spout - Anthracite - 133.0619.193,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.194,Franke Aerator - Champagne - 133.0619.194,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.195,Franke J Spout - Champagne - 133.0619.195,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0619.196,Franke Copper J shaped Spout Aerator - 133.0619.196,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0619.197,Franke Copper J shaped Spout - 133.0619.197,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0621.986,Franke Plinth - Industrial Black - 133.0621.986,5.00,3.33,7.20,6.12,7.20,4.77,3.67,7.20,7.20,Franke,
FRANKE-133.0621.989,Franke Plinth - Anthracite - 133.0621.989,6.25,4.17,8.33,7.08,8.33,5.68,4.58,8.33,8.33,Franke,
FRANKE-133.0621.990,Franke Plinth - Champagne - 133.0621.990,5.00,3.33,7.20,6.12,7.20,4.77,3.67,7.20,7.20,Franke,
FRANKE-133.0622.012,Franke tap plinth Copper - 133.0622.012,5.00,3.33,7.20,6.12,7.20,4.77,3.67,7.20,7.20,Franke,
FRANKE-133.0622.052,Franke Microwave Grid - 133.0622.052,40.00,26.67,38.00,34.00,38.00,30.43,29.33,38.67,38.67,Franke,
FRANKE-133.0622.058,Franke Microwave Baking Tray - 133.0622.058,48.75,32.50,46.31,41.44,46.31,36.85,35.75,47.13,47.13,Franke,
FRANKE-133.0622.073,Franke Oval Steamer Pot - 133.0622.073,55.00,36.67,52.25,46.75,52.25,41.43,40.33,53.17,53.17,Franke,
FRANKE-133.0622.077,Franke Glass Turntable - 133.0622.077,90.00,60.00,85.50,76.50,85.50,67.10,66.00,87.00,87.00,Franke,
FRANKE-133.0622.109,Franke Grid - Chrome - 133.0622.109,60.00,40.00,57.00,51.00,57.00,45.10,44.00,58.00,58.00,Franke,
FRANKE-133.0622.112,Franke Drip Tray - 133.0622.112,73.75,49.17,70.06,62.69,70.06,55.18,54.08,71.29,71.29,Franke,
FRANKE-133.0622.113,Franke Oven Baking Tray - 133.0622.113,57.50,38.33,54.63,48.88,54.63,43.27,42.17,55.58,55.58,Franke,
FRANKE-133.0624.951,Franke Cover Plate - 133.0624.951,15.00,10.00,14.25,12.75,14.25,12.10,11.00,14.50,14.50,Franke,
FRANKE-133.0631.552,Franke Sensor Control Box - 133.0631.552,201.24,134.16,191.18,171.05,191.18,148.67,147.57,194.53,194.53,Franke,
FRANKE-133.0633.275,Franke Helix/Mondial Boiling Valve - 133.0633.275,37.50,25.00,35.63,31.88,35.63,28.60,27.50,36.25,36.25,Franke,
FRANKE-133.0634.379,Franke Aerator ( 7 ) - 133.0634.379,14.80,9.87,14.06,12.58,14.06,11.95,10.85,14.31,14.31,Franke,
FRANKE-133.0634.381,Franke Handle ( 1 ) - 133.0634.381,45.08,30.05,42.82,38.31,42.82,34.16,33.06,43.57,43.57,Franke,
FRANKE-133.0634.382,Franke Semi circular cover ( 2 ) - 133.0634.382,14.03,9.35,13.32,11.92,13.32,11.39,10.29,13.56,13.56,Franke,
FRANKE-133.0634.383,Franke Cartridge Cover Seal - 133.0634.383,1.94,1.29,4.44,3.78,4.44,2.52,1.42,4.44,4.44,Franke,
FRANKE-133.0634.386,Franke Cartridge locking ring ( 4 ) - 133.0634.386,16.10,10.73,15.30,13.69,15.30,12.91,11.81,15.56,15.56,Franke,
FRANKE-133.0634.387,Franke O ring (5) - 133.0634.387,0.98,0.65,3.58,3.04,3.58,1.82,0.72,3.58,3.58,Franke,
FRANKE-133.0634.388,Franke Cartridge - 133.0634.388,19.19,12.79,18.23,16.31,18.23,15.17,14.07,18.55,18.55,Franke,
FRANKE-133.0634.390,Franke Flexi Tails ( 10 ) - 133.0634.390,22.53,15.02,21.40,19.15,21.40,17.62,16.52,21.77,21.77,Franke,
FRANKE-133.0634.391,Franke Pullout Nozzle - 133.0634.391,48.93,32.62,46.48,41.59,46.48,36.98,35.88,47.29,47.29,Franke,
FRANKE-133.0635.889,Franke Aerator - 133.0635.889,6.05,4.03,8.15,6.92,8.15,5.54,4.44,8.15,8.15,Franke,
FRANKE-133.0635.890,Franke Cartridge Cover : Matte Black - 133.0635.890,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0635.971,Franke Flexible Tail : Cold - 133.0635.971,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0635.972,Franke Flexible Tail : Hot - 133.0635.972,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0635.973,Franke Handle : Matte Black - 133.0635.973,16.73,11.15,15.89,14.22,15.89,13.37,12.27,16.17,16.17,Franke,
FRANKE-133.0635.974,Franke Fixing Kit - 133.0635.974,28.28,18.85,26.86,24.03,26.86,21.84,20.74,27.33,27.33,Franke,
FRANKE-133.0636.953,Franke Tap fixing nut ( 8 ) - 133.0636.953,16.10,10.73,15.30,13.69,15.30,12.91,11.81,15.56,15.56,Franke,
FRANKE-133.0637.550,Franke Cartridge Cover : Chrome - 133.0637.550,36.03,24.02,34.22,30.62,34.22,27.52,26.42,34.82,34.82,Franke,
FRANKE-133.0637.782,Franke Locking Ring - 133.0637.782,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0637.783,Franke Cartridge - 133.0637.783,30.63,20.42,29.09,26.03,29.09,23.56,22.46,29.60,29.60,Franke,
FRANKE-133.0637.784,Franke Spout Retaining Screw - 133.0637.784,8.63,5.75,10.46,8.89,10.46,7.43,6.33,10.46,10.46,Franke,
FRANKE-133.0637.785,Franke Aerator - 133.0637.785,10.63,7.08,12.26,10.42,12.26,8.89,7.79,12.26,12.26,Franke,
FRANKE-133.0637.786,Franke O-Ring Kit - 133.0637.786,17.38,11.58,16.51,14.77,16.51,13.84,12.74,16.80,16.80,Franke,
FRANKE-133.0637.787,Franke Handle - Chrome - 133.0637.787,49.88,33.25,47.38,42.39,47.38,37.68,36.58,48.21,48.21,Franke,
FRANKE-133.0637.788,Franke Cartridge Cover - Chrome - 133.0637.788,21.13,14.08,20.07,17.96,20.07,16.59,15.49,20.42,20.42,Franke,
FRANKE-133.0637.789,Franke Plinth : Chrome - 133.0637.789,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0637.802,Franke Plinth : Matt Black - 133.0637.802,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0637.803,Franke Spout : Chrome - 133.0637.803,112.00,74.67,106.40,95.20,106.40,83.23,82.13,108.27,108.27,Franke,
FRANKE-133.0637.805,Franke Spout : Matte Black - 133.0637.805,123.74,82.49,117.55,105.18,117.55,91.84,90.74,119.61,119.61,Franke,
FRANKE-133.0637.806,Franke Aerator Removal Tool - 133.0637.806,10.78,7.18,12.40,10.54,12.40,9.00,7.90,12.40,12.40,Franke,
FRANKE-133.0637.807,Franke Counterweight - 133.0637.807,26.58,17.72,25.25,22.59,25.25,20.59,19.49,25.69,25.69,Franke,
FRANKE-133.0637.809,Franke Sprayhead : Chrome - 133.0637.809,179.38,119.58,170.41,152.47,170.41,132.64,131.54,173.40,173.40,Franke,
FRANKE-133.0637.821,Franke Sprayhead : Decor Steel - 133.0637.821,322.49,214.99,306.36,274.11,306.36,237.59,236.49,311.74,311.74,Franke,
FRANKE-133.0637.822,Franke Sprayhead : Matte Black - 133.0637.822,179.38,119.58,170.41,152.47,170.41,132.64,131.54,173.40,173.40,Franke,
FRANKE-133.0637.823,Franke Flexible Hose - 133.0637.823,48.31,32.21,45.90,41.07,45.90,36.53,35.43,46.70,46.70,Franke,
FRANKE-133.0637.824,Franke Flexible Tail : Cold - 133.0637.824,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0637.826,Franke Flexible Tail : Hot - 133.0637.826,17.50,11.67,16.63,14.88,16.63,13.93,12.83,16.92,16.92,Franke,
FRANKE-133.0637.827,Franke Handle : Matte Black - 133.0637.827,55.35,36.90,52.58,47.05,52.58,41.69,40.59,53.51,53.51,Franke,
FRANKE-133.0637.835,Franke Spout Insert - 133.0637.835,15.44,10.29,14.67,13.12,14.67,12.42,11.32,14.92,14.92,Franke,
FRANKE-133.0637.836,Franke O - Ring Kit - 133.0637.836,9.90,6.60,11.61,9.87,11.61,8.36,7.26,11.61,11.61,Franke,
FRANKE-133.0638.591,Franke Spout : Silksteel - 133.0638.591,57.16,38.11,54.30,48.59,54.30,43.02,41.92,55.26,55.26,Franke,
FRANKE-133.0639.172,Franke Handle - Chrome - 133.0639.172,50.23,33.48,47.71,42.69,47.71,37.93,36.83,48.55,48.55,Franke,
FRANKE-133.0639.173,Franke Handle Retaining Screw - 133.0639.173,6.45,4.30,8.51,7.23,8.51,5.83,4.73,8.51,8.51,Franke,
FRANKE-133.0639.174,Franke Cartridge Cover - Chrome - 133.0639.174,9.66,6.44,11.40,9.69,11.40,8.19,7.09,11.40,11.40,Franke,
FRANKE-133.0639.175,Franke Cartridge Fixing Nut - 133.0639.175,9.66,6.44,11.40,9.69,11.40,8.19,7.09,11.40,11.40,Franke,
FRANKE-133.0639.176,Franke Cartridge - 133.0639.176,30.25,20.17,28.74,25.71,28.74,23.28,22.18,29.24,29.24,Franke,
FRANKE-133.0639.177,Franke Aerator - 133.0639.177,10.18,6.78,11.86,10.08,11.86,8.56,7.46,11.86,11.86,Franke,
FRANKE-133.0639.178,Franke Fixing Kit - 133.0639.178,9.66,6.44,11.40,9.69,11.40,8.19,7.09,11.40,11.40,Franke,
FRANKE-133.0639.179,Franke Flexible Tails (Hot & Cold) - 133.0639.179,30.25,20.17,28.74,25.71,28.74,23.28,22.18,29.24,29.24,Franke,
FRANKE-133.0639.180,Franke White Triangular Plate - 133.0639.180,9.66,6.44,11.40,9.69,11.40,8.19,7.09,11.40,11.40,Franke,
FRANKE-133.0639.592,Franke Allen Key - 133.0639.592,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0639.597,Franke Handle - Chrome - 133.0639.597,51.30,34.20,48.74,43.61,48.74,38.72,37.62,49.59,49.59,Franke,
FRANKE-133.0639.598,Franke Cartridge Cover & O-Ring - Chrome - 133.0639.598,10.05,6.70,11.75,9.98,11.75,8.47,7.37,11.75,11.75,Franke,
FRANKE-133.0639.599,Franke Cartridge Locking Ring - 133.0639.599,8.76,5.84,10.59,9.00,10.59,7.53,6.43,10.59,10.59,Franke,
FRANKE-133.0639.622,Franke Aerator - Chrome - 133.0639.622,8.24,5.49,10.11,8.60,10.11,7.14,6.04,10.11,10.11,Franke,
FRANKE-133.0639.624,Franke Plinth - Chrome - 133.0639.624,12.63,8.42,11.99,10.73,11.99,10.36,9.26,12.20,12.20,Franke,
FRANKE-133.0639.625,Franke Fixing Kit - 133.0639.625,26.38,17.58,25.06,22.42,25.06,20.44,19.34,25.50,25.50,Franke,
FRANKE-133.0639.626,Franke Aerator - Chrome - 133.0639.626,10.94,7.29,12.54,10.66,12.54,9.12,8.02,12.54,12.54,Franke,
FRANKE-133.0639.627,Franke Sprayhead - Chrome - 133.0639.627,99.54,66.36,94.56,84.61,94.56,74.09,72.99,96.22,96.22,Franke,
FRANKE-133.0639.628,Franke Flexible Hose & Weight - 133.0639.628,75.98,50.65,72.18,64.58,72.18,56.82,55.72,73.44,73.44,Franke,
FRANKE-133.0639.629,Franke Dual Jet Sprayhead - Chrome - 133.0639.629,73.26,48.84,69.60,62.27,69.60,54.83,53.73,70.82,70.82,Franke,
FRANKE-133.0639.630,Franke Aerator - Chrome - 133.0639.630,10.71,7.14,12.34,10.49,12.34,8.96,7.86,12.34,12.34,Franke,
FRANKE-133.0641.469,Franke Sensor Control Box Filter - 133.0641.469,15.44,10.29,14.67,13.12,14.67,12.42,11.32,14.92,14.92,Franke,
FRANKE-133.0641.481,Franke Motor Pendant - 133.0641.481,3.85,2.57,6.17,5.24,6.17,3.92,2.82,6.17,6.17,Franke,
FRANKE-133.0641.482,Franke Battery Case - 133.0641.482,10.29,6.86,11.96,10.16,11.96,8.64,7.54,11.96,11.96,Franke,
FRANKE-133.0641.483,Franke Battery Case Cover - 133.0641.483,2.56,1.71,5.01,4.26,5.01,2.98,1.88,5.01,5.01,Franke,
FRANKE-133.0641.643,Franke Fixing Collar : Silksteel - 133.0641.643,12.85,8.57,12.21,10.92,12.21,10.52,9.42,12.42,12.42,Franke,
FRANKE-133.0641.644,Franke Spout : Chrome - 133.0641.644,124.88,83.25,118.63,106.14,118.63,92.68,91.58,120.71,120.71,Franke,
FRANKE-133.0641.645,Franke Spout : Silksteel - 133.0641.645,163.50,109.00,155.33,138.98,155.33,121.00,119.90,158.05,158.05,Franke,
FRANKE-133.0641.647,Franke Handle Hot : Chrome - 133.0641.647,27.01,18.01,25.66,22.96,25.66,20.91,19.81,26.11,26.11,Franke,
FRANKE-133.0641.648,Franke Cold Handle : Silksteel - 133.0641.648,30.89,20.59,29.34,26.25,29.34,23.75,22.65,29.86,29.86,Franke,
FRANKE-133.0641.763,Franke Flexible Tails (Hot & Cold) - 133.0641.763,14.15,9.43,13.44,12.03,13.44,11.48,10.38,13.68,13.68,Franke,
FRANKE-133.0641.764,Franke Flexible Tails (Hose Connectors) - 133.0641.764,19.30,12.87,18.34,16.41,18.34,15.25,14.15,18.66,18.66,Franke,
FRANKE-133.0641.765,Franke Tap Quick Connector - 133.0641.765,5.13,3.42,7.31,6.22,7.31,4.86,3.76,7.31,7.31,Franke,
FRANKE-133.0641.876,Franke Soap Dispenser Press Head : Stainless Steel - 133.0641.876,64.38,42.92,61.16,54.72,61.16,48.31,47.21,62.23,62.23,Franke,
FRANKE-133.0641.877,Franke Soap Dispenser Press Head : Industrial Black - 133.0641.877,87.55,58.37,83.17,74.42,83.17,65.30,64.20,84.63,84.63,Franke,
FRANKE-133.0641.878,Franke Soap Dispenser Press Head - Anthracite - 133.0641.878,79.83,53.22,75.83,67.85,75.83,59.64,58.54,77.16,77.16,Franke,
FRANKE-133.0641.879,Franke Soap Dispenser Press Head : Copper - 133.0641.879,79.83,53.22,75.83,67.85,75.83,59.64,58.54,77.16,77.16,Franke,
FRANKE-133.0641.880,Franke Soap Dispenser Press Head : Champagne Gold - 133.0641.880,79.83,53.22,75.83,67.85,75.83,59.64,58.54,77.16,77.16,Franke,
FRANKE-133.0641.881,Franke Soap Dispenser Base : Stainless Steel - 133.0641.881,23.18,15.45,22.02,19.70,22.02,18.10,17.00,22.40,22.40,Franke,
FRANKE-133.0641.882,Franke Soap Dispenser Base : Industrial Black - 133.0641.882,30.90,20.60,29.36,26.27,29.36,23.76,22.66,29.87,29.87,Franke,
FRANKE-133.0641.883,Franke Soap Dispenser Base : Anthracite - 133.0641.883,28.33,18.88,26.91,24.08,26.91,21.87,20.77,27.38,27.38,Franke,
FRANKE-133.0641.884,Franke Soap Dispenser Base : Copper - 133.0641.884,28.33,18.88,26.91,24.08,26.91,21.87,20.77,27.38,27.38,Franke,
FRANKE-133.0641.885,Franke Soap Dispenser Base : Champagne Gold - 133.0641.885,28.33,18.88,26.91,24.08,26.91,21.87,20.77,27.38,27.38,Franke,
FRANKE-133.0641.886,Franke Soap Dispenser Plastic Connector - 133.0641.886,3.21,2.14,5.59,4.75,5.59,3.46,2.36,5.59,5.59,Franke,
FRANKE-133.0641.887,Franke Soap Dispenser O-Ring - 133.0641.887,1.94,1.29,4.44,3.78,4.44,2.52,1.42,4.44,4.44,Franke,
FRANKE-133.0641.888,Franke Soap Dispenser Pump - 133.0641.888,5.15,3.43,7.34,6.23,7.34,4.88,3.78,7.34,7.34,Franke,
FRANKE-133.0641.889,Franke Soap Dispenser Straw - 133.0641.889,2.58,1.72,5.02,4.26,5.02,2.99,1.89,5.02,5.02,Franke,
FRANKE-133.0641.890,Franke Soap Dispenser Bottle - 133.0641.890,7.50,5.00,9.45,8.03,9.45,6.60,5.50,9.45,9.45,Franke,
FRANKE-133.0643.026,Franke Spout : Chrome - 133.0643.026,75.95,50.63,72.15,64.56,72.15,56.80,55.70,73.42,73.42,Franke,
FRANKE-133.0643.027,Franke Spout : Silksteel - 133.0643.027,91.40,60.93,86.83,77.69,86.83,68.13,67.03,88.35,88.35,Franke,
FRANKE-133.0643.028,Franke Spout Fixing Nut : Chrome - 133.0643.028,18.01,12.01,17.11,15.31,17.11,14.31,13.21,17.41,17.41,Franke,
FRANKE-133.0643.030,Franke Spout Fixing Nut : Silksteel - 133.0643.030,20.58,13.72,19.55,17.49,19.55,16.19,15.09,19.89,19.89,Franke,
FRANKE-133.0643.042,Franke Handle Hot : Chrome - 133.0643.042,36.03,24.02,34.22,30.62,34.22,27.52,26.42,34.82,34.82,Franke,
FRANKE-133.0643.046,Franke Handle Cold : Chrome - 133.0643.046,36.03,24.02,34.22,30.62,34.22,27.52,26.42,34.82,34.82,Franke,
