Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0429.232,Franke Plinth : BRUSHED NICKEL - 133.0429.232,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
FRANKE-133.0432.485,Franke Valve : COLD/FILTER - 133.0432.485,29.31,19.54,27.85,24.92,27.85,22.60,21.50,28.34,28.34,Franke,
FRANKE-133.0432.499,Franke Handle FILTER : CHROME - 133.0432.499,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0432.500,Franke Handle FILTER : BRUSHED NICKEL - 133.0432.500,42.46,28.31,40.34,36.09,40.34,32.24,31.14,41.05,41.05,Franke,
FRANKE-133.0432.511,Franke Antisplash : CHROME - 133.0432.511,12.03,8.02,11.42,10.22,11.42,9.92,8.82,11.62,11.62,Franke,
FRANKE-133.0432.513,Franke Spout : CHROME - 133.0432.513,81.73,54.48,77.64,69.47,77.64,61.03,59.93,79.00,79.00,Franke,
FRANKE-133.0432.541,Franke Handle HOT : BLACK - 133.0432.541,38.61,25.74,36.68,32.82,36.68,29.42,28.32,37.33,37.33,Franke,
FRANKE-133.0432.542,Franke Handle COLD : BLACK - 133.0432.542,38.61,25.74,36.68,32.82,36.68,29.42,28.32,37.33,37.33,Franke,
FRANKE-133.0433.512,Franke Flexible Tails (HOT AND COLD) - 133.0433.512,29.75,19.83,28.26,25.29,28.26,22.92,21.82,28.76,28.76,Franke,
FRANKE-133.0434.732,Franke Fixing Kit - 133.0434.732,25.45,16.97,24.18,21.63,24.18,19.76,18.66,24.60,24.60,Franke,
FRANKE-133.0435.134,Franke Antisplash - 133.0435.134,13.11,8.74,12.46,11.15,12.46,10.72,9.62,12.68,12.68,Franke,
FRANKE-133.0435.138,Franke Antisplash : CHROME - 133.0435.138,13.11,8.74,12.46,11.15,12.46,10.72,9.62,12.68,12.68,Franke,
FRANKE-133.0435.151,Franke Spout : CHROME - 133.0435.151,85.53,57.02,81.25,72.70,81.25,63.82,62.72,82.67,82.67,Franke,
FRANKE-133.0435.153,Franke O Ring Kit - 133.0435.153,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0435.154,Franke Handle HOT : CHROME - 133.0435.154,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0435.155,Franke Handle COLD : CHROME - 133.0435.155,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0435.156,Franke Plinth : CHROME - 133.0435.156,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0435.160,Franke Spout : CHROME - 133.0435.160,78.54,52.36,74.61,66.76,74.61,58.69,57.59,75.92,75.92,Franke,
FRANKE-133.0435.201,Franke Handle : CHROME - 133.0435.201,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0435.202,Franke Handle : SILKSTEEL (HOT OR COLD) - 133.0435.202,44.34,29.56,42.12,37.69,42.12,33.61,32.51,42.86,42.86,Franke,
FRANKE-133.0435.206,Franke Spout : CHROME - 133.0435.206,85.53,57.02,81.25,72.70,81.25,63.82,62.72,82.67,82.67,Franke,
FRANKE-133.0435.213,Franke O Ring Kit - 133.0435.213,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0435.214,Franke Handle : CHROME - 133.0435.214,44.34,29.56,42.12,37.69,42.12,33.61,32.51,42.86,42.86,Franke,
FRANKE-133.0435.222,Franke Handle : CHROME - 133.0435.222,44.45,29.63,42.23,37.78,42.23,33.70,32.60,42.97,42.97,Franke,
FRANKE-133.0435.223,Franke Handle : BRUSHED NICKEL - 133.0435.223,46.00,30.67,43.70,39.10,43.70,34.83,33.73,44.47,44.47,Franke,
FRANKE-133.0435.224,Franke Cartridge Locking Ring - 133.0435.224,9.99,6.66,11.69,9.94,11.69,8.42,7.32,11.69,11.69,Franke,
FRANKE-133.0435.225,Franke Spout Collar : CHROME - 133.0435.225,10.73,7.15,12.35,10.50,12.35,8.97,7.87,12.35,12.35,Franke,
FRANKE-133.0435.227,Franke Spout : CHROME - 133.0435.227,85.53,57.02,81.25,72.70,81.25,63.82,62.72,82.67,82.67,Franke,
FRANKE-133.0435.228,Franke Spout : BRUSHED NICKEL - 133.0435.228,84.66,56.44,80.43,71.96,80.43,63.19,62.09,81.84,81.84,Franke,
FRANKE-133.0435.229,Franke O Ring Kit - 133.0435.229,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0435.230,Franke Plinth : CHROME - 133.0435.230,14.49,9.66,13.76,12.31,13.76,11.72,10.62,14.00,14.00,Franke,
FRANKE-133.0435.232,Franke Fixing Kit - 133.0435.232,26.84,17.89,25.50,22.81,25.50,20.78,19.68,25.94,25.94,Franke,
FRANKE-133.0435.233,Franke Flexible Tails (HOT and COLD) - 133.0435.233,23.78,15.85,22.59,20.21,22.59,18.54,17.44,22.98,22.98,Franke,
FRANKE-133.0435.237,Franke Spout : CHROME - 133.0435.237,84.66,56.44,80.43,71.96,80.43,63.19,62.09,81.84,81.84,Franke,
FRANKE-133.0435.242,Franke Spout Fixing Nut : ANTIQUE GOLD - 133.0435.242,8.88,5.92,10.69,9.08,10.69,7.61,6.51,10.69,10.69,Franke,
FRANKE-133.0435.244,Franke Antisplash : CHROME - 133.0435.244,10.89,7.26,12.50,10.62,12.50,9.08,7.98,12.50,12.50,Franke,
FRANKE-133.0435.245,Franke Spout : CHROME - 133.0435.245,88.90,59.27,84.46,75.57,84.46,66.29,65.19,85.94,85.94,Franke,
FRANKE-133.0435.246,Franke Spout Fixing Nut : CHROME - 133.0435.246,11.24,7.49,12.81,10.89,12.81,9.34,8.24,12.81,12.81,Franke,
FRANKE-133.0435.631,Franke Overflow and Cover Plate - 133.0435.631,19.11,12.74,18.16,16.25,18.16,15.12,14.02,18.48,18.48,Franke,
FRANKE-133.0435.633,Franke Overflow and Cover Plate - 133.0435.633,15.30,10.20,14.54,13.01,14.54,12.32,11.22,14.79,14.79,Franke,
FRANKE-133.0435.763,Franke O Ring Kit - 133.0435.763,7.96,5.31,9.87,8.39,9.87,6.94,5.84,9.87,9.87,Franke,
FRANKE-133.0435.764,Franke Plinth : CHROME - 133.0435.764,16.00,10.67,15.20,13.60,15.20,12.83,11.73,15.47,15.47,Franke,
FRANKE-133.0436.443,Franke Antisplash - 133.0436.443,13.23,8.82,12.56,11.24,12.56,10.80,9.70,12.78,12.78,Franke,
FRANKE-133.0436.444,Franke Spout : CHROME - 133.0436.444,85.53,57.02,81.25,72.70,81.25,63.82,62.72,82.67,82.67,Franke,
FRANKE-133.0436.445,Franke Spout : BRUSHED NICKEL - 133.0436.445,85.53,57.02,81.25,72.70,81.25,63.82,62.72,82.67,82.67,Franke,
FRANKE-133.0436.446,Franke Valve Cover : CHROME - 133.0436.446,13.33,8.88,12.66,11.33,12.66,10.87,9.77,12.88,12.88,Franke,
FRANKE-133.0436.448,Franke Handle Insert - 133.0436.448,7.25,4.83,9.23,7.84,9.23,6.42,5.32,9.23,9.23,Franke,
FRANKE-133.0436.449,Franke Handle HOT : CHROME - 133.0436.449,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0436.450,Franke Handle COLD : CHROME - 133.0436.450,48.30,32.20,45.89,41.06,45.89,36.52,35.42,46.69,46.69,Franke,
FRANKE-133.0436.451,Franke Handle HOT : BRUSHED NICKEL - 133.0436.451,44.45,29.63,42.23,37.78,42.23,33.70,32.60,42.97,42.97,Franke,
FRANKE-133.0436.452,Franke Handle COLD : BRUSHED NICKEL - 133.0436.452,55.56,37.04,52.78,47.23,52.78,41.85,40.75,53.71,53.71,Franke,
FRANKE-133.0436.453,Franke Plinth : CHROME - 133.0436.453,15.55,10.37,14.77,13.22,14.77,12.50,11.40,15.03,15.03,Franke,
FRANKE-133.0436.455,Franke Fixing Kit - 133.0436.455,25.94,17.29,24.64,22.05,24.64,20.12,19.02,25.07,25.07,Franke,
FRANKE-133.0436.712,Franke Mondial aerator removal key - 133.0436.712,6.25,4.17,8.33,7.08,8.33,5.68,4.58,8.33,8.33,Franke,
FRANKE-133.0437.454,Franke Flexible Tails (HOT and COLD) - 133.0437.454,28.19,18.79,26.78,23.96,26.78,21.77,20.67,27.25,27.25,Franke,
FRANKE-133.0437.457,Franke Sprayhead : CHROME - 133.0437.457,67.43,44.95,64.05,57.31,64.05,50.55,49.45,65.18,65.18,Franke,
FRANKE-133.0437.458,Franke Spout Complete : CHROME - 133.0437.458,182.26,121.51,173.15,154.92,173.15,134.76,133.66,176.19,176.19,Franke,
FRANKE-133.0437.459,Franke O - Ring Kit - 133.0437.459,5.38,3.58,7.54,6.41,7.54,5.04,3.94,7.54,7.54,Franke,
FRANKE-133.0437.461,Franke O Ring Kit & Screw - 133.0437.461,7.25,4.83,9.23,7.84,9.23,6.42,5.32,9.23,9.23,Franke,
FRANKE-133.0437.463,Franke Antisplash - 133.0437.463,9.90,6.60,11.61,9.87,11.61,8.36,7.26,11.61,11.61,Franke,
FRANKE-133.0437.465,Franke Handle HOT : CHROME - 133.0437.465,49.56,33.04,47.08,42.13,47.08,37.45,36.35,47.91,47.91,Franke,
FRANKE-133.0437.467,Franke Handle HOT : SILKSTEEL - 133.0437.467,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0437.469,Franke Handle COLD : SILKSTEEL - 133.0437.469,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0437.470,Franke Flexible tails (HOT and COLD) - 133.0437.470,32.84,21.89,31.20,27.91,31.20,25.18,24.08,31.74,31.74,Franke,
FRANKE-133.0437.491,Franke Fixing Kit - 133.0437.491,25.48,16.98,24.20,21.65,24.20,19.78,18.68,24.63,24.63,Franke,
FRANKE-133.0437.494,Franke Handle HOT : CHROME - 133.0437.494,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0437.495,Franke Handle COLD : CHROME - 133.0437.495,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0437.496,Franke Flexible Tails (HOT and COLD) - 133.0437.496,24.96,16.64,23.71,21.22,23.71,19.41,18.31,24.13,24.13,Franke,
FRANKE-133.0437.715,Franke Flexible Tails (HOT and COLD) - 133.0437.715,31.00,20.67,29.45,26.35,29.45,23.83,22.73,29.97,29.97,Franke,
FRANKE-133.0437.717,Franke Cartridge Locking Ring - 133.0437.717,10.50,7.00,12.15,10.33,12.15,8.80,7.70,12.15,12.15,Franke,
FRANKE-133.0437.812,Franke Hose washer (Tap Connection) - 133.0437.812,3.99,2.66,6.29,5.35,6.29,4.02,2.92,6.29,6.29,Franke,
FRANKE-133.0437.870,Franke Indice Set (HOT & COLD) & SCREWS - 133.0437.870,7.73,5.15,9.65,8.20,9.65,6.77,5.67,9.65,9.65,Franke,
FRANKE-133.0437.897,Franke Spout Clip (Clear Plastic Insert) - 133.0437.897,6.24,4.16,8.31,7.07,8.31,5.67,4.57,8.31,8.31,Franke,
FRANKE-133.0438.151,Franke Elbow Insert - 133.0438.151,7.73,5.15,9.65,8.20,9.65,6.77,5.67,9.65,9.65,Franke,
FRANKE-133.0438.152C,Franke Valve : COLD (28 Splines) - 133.0438.152C,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0438.152H,Franke Valve : HOT (28 Splines) - 133.0438.152H,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0438.154C,Franke Valve : COLD (28 Splines) - 133.0438.154C,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0438.154H,Franke Valve : HOT (28 Splines) - 133.0438.154H,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0438.157,Franke Spout Retaining Screw (2.5 mm) - 133.0438.157,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0438.195,Franke Flexible Tails (Hot & Cold) - 133.0438.195,30.89,20.59,29.34,26.25,29.34,23.75,22.65,29.86,29.86,Franke,
FRANKE-133.0438.535,Franke Pushfit Connector - 133.0438.535,4.78,3.18,7.00,5.95,7.00,4.60,3.50,7.00,7.00,Franke,
FRANKE-133.0440.298,Franke Indice Set (Hot and Cold) : CHROME - 133.0440.298,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0440.299,Franke Indice Set (Hot and Cold) : SILKSTEEL - 133.0440.299,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0440.318,Franke Valve : COLD (18 Splines) - 133.0440.318,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0440.319,Franke Valve : HOT (18 Splines) - 133.0440.319,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0440.321,Franke Antisplash : SILKSTEEL - 133.0440.321,23.65,15.77,22.47,20.10,22.47,18.44,17.34,22.86,22.86,Franke,
FRANKE-133.0440.339,Franke Lever Indice - 133.0440.339,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0440.340,Franke Lever Retaining Screw (2.5 mm) - 133.0440.340,1.25,0.83,3.83,3.25,3.83,2.02,0.92,3.83,3.83,Franke,
FRANKE-133.0440.351,Franke Valve (20 Splines) : COLD - 133.0440.351,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0440.352,Franke Valve (20 Splines) : HOT - 133.0440.352,24.99,16.66,23.74,21.24,23.74,19.42,18.32,24.15,24.15,Franke,
FRANKE-133.0440.354,Franke Basket Strainer Plug ONLY - Beige ** FOR SINKS BEFORE 2000** - 133.0440.354,19.21,12.81,18.25,16.33,18.25,15.19,14.09,18.57,18.57,Franke,
FRANKE-133.0440.355,Franke Basket Strainer Plug ONLY - White ** FOR SINKS BEFORE 2000** - 133.0440.355,19.21,12.81,18.25,16.33,18.25,15.19,14.09,18.57,18.57,Franke,
FRANKE-133.0440.357,Franke Basket Strainer Waste COMPLETE - White ** FOR SINKS BEFORE 2000** - 133.0440.357,57.65,38.43,54.77,49.00,54.77,43.38,42.28,55.73,55.73,Franke,
FRANKE-133.0440.360,Franke EUX 651 Pop-up Waste Kit (for large bowl without an overflow) - 133.0440.360,44.34,29.56,42.12,37.69,42.12,33.61,32.51,42.86,42.86,Franke,
FRANKE-133.0440.361,Franke Basket Strainer Plug Seal - 133.0440.361,5.30,3.53,7.47,6.35,7.47,4.99,3.89,7.47,7.47,Franke,
FRANKE-133.0442.332,Franke Lever - 133.0442.332,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0442.743,Franke Overflow Elbow - 133.0442.743,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0454.191,Franke Hose Connector - 133.0454.191,8.85,5.90,10.67,9.07,10.67,7.59,6.49,10.67,10.67,Franke,
FRANKE-133.0459.180,Franke Undermount Fixing Clips - 133.0459.180,17.45,11.63,16.58,14.83,16.58,13.90,12.80,16.87,16.87,Franke,
FRANKE-133.0459.871,Franke Round Overflow (STAINLESS STEEL) - 133.0459.871,24.08,16.05,22.87,20.46,22.87,18.76,17.66,23.27,23.27,Franke,
FRANKE-133.0464.331,Franke Flow Limiter 6L Per Minute - 133.0464.331,13.38,8.92,12.71,11.37,12.71,10.91,9.81,12.93,12.93,Franke,
FRANKE-133.0464.332,Franke Flow Limiter 5L Per Minute - 133.0464.332,12.44,8.29,11.82,10.57,11.82,10.22,9.12,12.02,12.02,Franke,
FRANKE-133.0464.333,Franke Flow Limiter 4L Per Minute - 133.0464.333,11.48,7.65,13.03,11.07,13.03,9.52,8.42,13.03,13.03,Franke,
FRANKE-133.0464.738,Franke Cartridge - 133.0464.738,28.33,18.88,26.91,24.08,26.91,21.87,20.77,27.38,27.38,Franke,
FRANKE-133.0469.308,Franke Handle : SILKSTEEL - 133.0469.308,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0469.480,Franke Valve Locking Nut Removal Tool - 133.0469.480,5.04,3.36,7.23,6.15,7.23,4.79,3.69,7.23,7.23,Franke,
FRANKE-133.0470.622,Franke Handle : CHROME - 133.0470.622,51.88,34.58,49.28,44.09,49.28,39.14,38.04,50.15,50.15,Franke,
FRANKE-133.0470.680,Franke Cartridge Cover : CHROME - 133.0470.680,13.33,8.88,12.66,11.33,12.66,10.87,9.77,12.88,12.88,Franke,
FRANKE-133.0470.702,Franke Cartridge Locking Ring - 133.0470.702,8.90,5.93,10.71,9.10,10.71,7.63,6.53,10.71,10.71,Franke,
FRANKE-133.0470.704,Franke Antisplash - 133.0470.704,9.99,6.66,11.69,9.94,11.69,8.42,7.32,11.69,11.69,Franke,
FRANKE-133.0470.990,Franke Flexible Tails ( HOT OR COLD) - 133.0470.990,11.86,7.91,13.38,11.37,13.38,9.80,8.70,13.38,13.38,Franke,
FRANKE-133.0471.020,Franke Fixing Kit - 133.0471.020,7.80,5.20,9.72,8.26,9.72,6.82,5.72,9.72,9.72,Franke,
FRANKE-133.0471.182,Franke Triangular Support Plate - 133.0471.182,8.88,5.92,10.69,9.08,10.69,7.61,6.51,10.69,10.69,Franke,
FRANKE-133.0474.795,Franke Flexible Tail (Hose Connector) - 133.0474.795,5.39,3.59,7.55,6.42,7.55,5.05,3.95,7.55,7.55,Franke,
FRANKE-133.0475.915,Franke Handle Screw and Cover Caps (All finishes included) - 133.0475.915,23.18,15.45,22.02,19.70,22.02,18.10,17.00,22.40,22.40,Franke,
FRANKE-133.0475.918,Franke Handle Insert - 133.0475.918,11.48,7.65,13.03,11.07,13.03,9.52,8.42,13.03,13.03,Franke,
FRANKE-133.0481.250,Franke Long flexi tails Min 3-in-1 M-box tap - 133.0481.250,56.25,37.50,53.44,47.81,53.44,42.35,41.25,54.38,54.38,Franke,
FRANKE-133.0481.354,Franke Long flexi tails Min 4-in-1 M-box tap - 133.0481.354,62.50,41.67,59.38,53.13,59.38,46.93,45.83,60.42,60.42,Franke,
FRANKE-133.0484.544,Franke Spout : CHROME - 133.0484.544,80.90,53.93,76.86,68.77,76.86,60.43,59.33,78.20,78.20,Franke,
FRANKE-133.0484.546,Franke Spout : BRUSHED NICKEL - 133.0484.546,80.90,53.93,76.86,68.77,76.86,60.43,59.33,78.20,78.20,Franke,
FRANKE-133.0484.554,Franke Handle HOT : BRUSHED NICKEL - 133.0484.554,42.05,28.03,39.95,35.74,39.95,31.94,30.84,40.65,40.65,Franke,
FRANKE-133.0484.557,Franke Handle COLD : BRUSHED NICKEL - 133.0484.557,43.95,29.30,41.75,37.36,41.75,33.33,32.23,42.49,42.49,Franke,
FRANKE-133.0484.564,Franke Handle : WHITE & CHROME - 133.0484.564,42.46,28.31,40.34,36.09,40.34,32.24,31.14,41.05,41.05,Franke,
FRANKE-133.0487.196,Franke Cartridge - 133.0487.196,29.31,19.54,27.85,24.92,27.85,22.60,21.50,28.34,28.34,Franke,
FRANKE-133.0488.905,Franke Tap Hose boiling O-ring - 133.0488.905,10.00,6.67,11.70,9.95,11.70,8.43,7.33,11.70,11.70,Franke,
FRANKE-133.0488.908,Franke Connector from .550 Tank to M-Box - 133.0488.908,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0488.924,Franke Tank hose O-ring red - 133.0488.924,6.25,4.17,8.33,7.08,8.33,5.68,4.58,8.33,8.33,Franke,
FRANKE-133.0488.929,Franke Minerva Original Chrome boiling handle spring - 133.0488.929,12.50,8.33,11.88,10.63,11.88,10.27,9.17,12.08,12.08,Franke,
FRANKE-133.0488.931,Franke Tank hose O-ring blue - 133.0488.931,6.25,4.17,8.33,7.08,8.33,5.68,4.58,8.33,8.33,Franke,
FRANKE-133.0488.940,Franke Spout Aerator with spout end - 133.0488.940,14.25,9.50,13.54,12.11,13.54,11.55,10.45,13.78,13.78,Franke,
FRANKE-133.0488.941,Franke Minerva Boiling Water Handle - Chrome - 133.0488.941,45.00,30.00,42.75,38.25,42.75,34.10,33.00,43.50,43.50,Franke,
FRANKE-133.0488.942,Franke Helix/Mondial Fixing Kit - 133.0488.942,9.38,6.25,11.14,9.47,11.14,7.98,6.88,11.14,11.14,Franke,
FRANKE-133.0488.944,Franke Pressure relief valve - 133.0488.944,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0488.945,Franke Boiling valve without spring - 133.0488.945,25.00,16.67,23.75,21.25,23.75,19.43,18.33,24.17,24.17,Franke,
FRANKE-133.0488.952,Franke Minerva Irena chrome spout - 133.0488.952,62.50,41.67,59.38,53.13,59.38,46.93,45.83,60.42,60.42,Franke,
FRANKE-133.0488.953,Franke 10 to 15 mm - 133.0488.953,10.00,6.67,11.70,9.95,11.70,8.43,7.33,11.70,11.70,Franke,
FRANKE-133.0488.964,Franke Minerva Stainless steel Boiling Handle with Spring - 133.0488.964,81.25,54.17,77.19,69.06,77.19,60.68,59.58,78.54,78.54,Franke,
FRANKE-133.0490.182,Franke Handle FILTER : CHROME - 133.0490.182,49.56,33.04,47.08,42.13,47.08,37.45,36.35,47.91,47.91,Franke,
FRANKE-133.0490.183,Franke Handle FILTER : SILKSTEEL - 133.0490.183,41.08,27.38,39.02,34.91,39.02,31.22,30.12,39.71,39.71,Franke,
FRANKE-133.0490.184,Franke Valve Cover : CHROME - 133.0490.184,16.98,11.32,16.13,14.43,16.13,13.55,12.45,16.41,16.41,Franke,
FRANKE-133.0490.185,Franke Valve Cover : SILKSTEEL - 133.0490.185,19.05,12.70,18.10,16.19,18.10,15.07,13.97,18.42,18.42,Franke,
FRANKE-133.0493.949,Franke Hose Weight - 133.0493.949,9.43,6.28,11.18,9.51,11.18,8.01,6.91,11.18,11.18,Franke,
FRANKE-133.0494.337,Franke Lever : CHROME - 133.0494.337,58.00,38.67,55.10,49.30,55.10,43.63,42.53,56.07,56.07,Franke,
FRANKE-133.0494.338,Franke Cartridge Cover : CHROME - 133.0494.338,16.33,10.88,15.51,13.88,15.51,13.07,11.97,15.78,15.78,Franke,
FRANKE-133.0494.339,Franke Sprayhead Holder : CHROME - 133.0494.339,163.79,109.19,155.60,139.22,155.60,121.21,120.11,158.33,158.33,Franke,
FRANKE-133.0494.340,Franke O - Ring Kit & Screw - 133.0494.340,11.24,7.49,12.81,10.89,12.81,9.34,8.24,12.81,12.81,Franke,
FRANKE-133.0494.351,Franke Flexible Hose - 133.0494.351,106.28,70.85,100.96,90.33,100.96,79.04,77.94,102.73,102.73,Franke,
FRANKE-133.0494.352,Franke Sprayhead Connector - 133.0494.352,10.18,6.78,11.86,10.08,11.86,8.56,7.46,11.86,11.86,Franke,
FRANKE-133.0494.353,Franke Sprayhead : CHROME - 133.0494.353,105.99,70.66,100.69,90.09,100.69,78.82,77.72,102.45,102.45,Franke,
FRANKE-133.0494.355,Franke Aerator Key - 133.0494.355,21.74,14.49,20.65,18.48,20.65,17.04,15.94,21.01,21.01,Franke,
FRANKE-133.0494.356,Franke Lever : CHROME - 133.0494.356,58.00,38.67,55.10,49.30,55.10,43.63,42.53,56.07,56.07,Franke,
FRANKE-133.0494.446,Franke O - Ring Kit - 133.0494.446,10.43,6.95,12.08,10.27,12.08,8.75,7.65,12.08,12.08,Franke,
FRANKE-133.0494.447,Franke Diverter Valve - 133.0494.447,23.70,15.80,22.52,20.15,22.52,18.48,17.38,22.91,22.91,Franke,
FRANKE-133.0494.448,Franke Sprayhead : CHROME - 133.0494.448,68.18,45.45,64.77,57.95,64.77,51.10,50.00,65.90,65.90,Franke,
FRANKE-133.0494.497,Franke Spout : CHROME - 133.0494.497,106.28,70.85,100.96,90.33,100.96,79.04,77.94,102.73,102.73,Franke,
FRANKE-133.0496.398,Franke Splash Guard - 133.0496.398,30.59,20.39,29.06,26.00,29.06,23.53,22.43,29.57,29.57,Franke,
FRANKE-133.0496.401,Franke Continuous feed Stopper - 133.0496.401,13.75,9.17,13.06,11.69,13.06,11.18,10.08,13.29,13.29,Franke,
FRANKE-133.0499.709,Franke Cartridge Locking Ring - 133.0499.709,6.45,4.30,8.51,7.23,8.51,5.83,4.73,8.51,8.51,Franke,
FRANKE-133.0499.710,Franke Cartridge Cover : Decor Steel - 133.0499.710,4.03,2.68,6.32,5.37,6.32,4.05,2.95,6.32,6.32,Franke,
FRANKE-133.0503.596,Franke Cartridge Locking Ring - 133.0503.596,20.19,13.46,19.18,17.16,19.18,15.90,14.80,19.51,19.51,Franke,
FRANKE-133.0503.597,Franke Cartridge Cover : Chrome - 133.0503.597,18.85,12.57,17.91,16.02,17.91,14.92,13.82,18.22,18.22,Franke,
FRANKE-133.0503.598,Franke Cartridge - 133.0503.598,30.20,20.13,28.69,25.67,28.69,23.25,22.15,29.19,29.19,Franke,
FRANKE-133.0503.729,Franke Valve Locking Nut Removal Tool - 133.0503.729,5.25,3.50,7.43,6.31,7.43,4.95,3.85,7.43,7.43,Franke,
FRANKE-133.0506.776,Franke WDU Air Switch & Tube - Chrome - 133.0506.776,36.65,24.43,34.82,31.15,34.82,27.98,26.88,35.43,35.43,Franke,
FRANKE-133.0510.943,Franke Handle : CHROME - 133.0510.943,19.85,13.23,18.86,16.87,18.86,15.66,14.56,19.19,19.19,Franke,
FRANKE-133.0513.618,Franke Aerator - 133.0513.618,12.51,8.34,11.89,10.64,11.89,10.28,9.18,12.10,12.10,Franke,
FRANKE-133.0513.672,Franke Minerva Chrome 90 degree valve - 133.0513.672,50.00,33.33,47.50,42.50,47.50,37.77,36.67,48.33,48.33,Franke,
FRANKE-133.0513.702,Franke Hose Weight - 133.0513.702,16.15,10.77,15.34,13.73,15.34,12.94,11.84,15.61,15.61,Franke,
FRANKE-133.0515.544,Franke Flexible Tails (HOT and COLD) - 133.0515.544,9.90,6.60,11.61,9.87,11.61,8.36,7.26,11.61,11.61,Franke,
